name,,addedAt,episodeId,url
Choose Your Sacrifice - Jordan Peterson's Best Advice to Young Adults | After Skool,,2026-02-02T05:07:28Z,6O12kwWgc1rgtFshAXCpB4,https://open.spotify.com/episode/6O12kwWgc1rgtFshAXCpB4
How to Have a Life Worth Living - Jordan Peterson | After Skool,,2026-02-02T06:57:15Z,3cRqmTQBItez4b4w9QRtC7,https://open.spotify.com/episode/3cRqmTQBItez4b4w9QRtC7
Jordan Peterson - An Antidote to Suffering | After Skool,,2026-02-02T06:59:27Z,0DIIEW5SnzXH0F9hJ0ODjM,https://open.spotify.com/episode/0DIIEW5SnzXH0F9hJ0ODjM
Where is the Line Between GOOD & EVIL? | After Skool,,2026-02-02T22:33:03Z,5r2RazZkwF1MUfg5CLlRDh,https://open.spotify.com/episode/5r2RazZkwF1MUfg5CLlRDh
It's NOT OK to be WEAK - Jordan Peterson Motivation | After Skool,,2026-02-02T22:33:26Z,1OiVU4ZzELW7Gw0XNpG5SP,https://open.spotify.com/episode/1OiVU4ZzELW7Gw0XNpG5SP
 11 Psychology Tricks From the World’s Best Brands - Richard Shotton - #1053,,2026-02-07T00:40:57Z,7DRIHfMqzfNLg1QJoGVpmf,https://open.spotify.com/episode/7DRIHfMqzfNLg1QJoGVpmf
Did Evolutionary Psychology Get Dating All Wrong? - Dr Paul Eastwick - #1056 ,,2026-02-07T21:01:33Z,6jo5WYPQlDsM56Euq0YE7g,https://open.spotify.com/episode/6jo5WYPQlDsM56Euq0YE7g
#2447 - Mike Benz,,2026-02-08T00:40:00Z,5Szvaagthz8yARhtIgZDHb,https://open.spotify.com/episode/5Szvaagthz8yARhtIgZDHb
They Tried To Cancel Me But Now I'm Free - Mike Graham,,2026-02-09T11:18:43Z,70KybHwQzGI1JkdGBMcCjQ,https://open.spotify.com/episode/70KybHwQzGI1JkdGBMcCjQ
How Humans Select & Keep Romantic Partners in Short & Long Term | Dr. David Buss,,2026-02-11T11:36:14Z,3FACIgVTOs46Vq9JgzqIak,https://open.spotify.com/episode/3FACIgVTOs46Vq9JgzqIak
"Conversations: With Konstantin Kisin, Podcaster, Comedian & Author",,2026-02-11T11:46:20Z,7zUXHUtqKBqV6d8vaFWiVi,https://open.spotify.com/episode/7zUXHUtqKBqV6d8vaFWiVi
Has Academia Fallen? With Jim Butcher,,2026-02-11T12:21:11Z,4xzAjoobKrjUnSzAgwwrEJ,https://open.spotify.com/episode/4xzAjoobKrjUnSzAgwwrEJ
347. Parental Trauma in a World of Gender Insanity | Miriam Grossman MD,,2026-02-11T12:31:52Z,25DUZncQNyobZ71QXeBmOi,https://open.spotify.com/episode/25DUZncQNyobZ71QXeBmOi
353. The US Dollar Might Collapse | Peter Schiff,,2026-02-14T13:22:13Z,6QbEVVlB35NwuCaxwzdczo,https://open.spotify.com/episode/6QbEVVlB35NwuCaxwzdczo
290. Douglas Murray & Jonathan Pageau,,2026-02-14T14:39:14Z,1QaozAPSwSDF8ju01Fg54w,https://open.spotify.com/episode/1QaozAPSwSDF8ju01Fg54w
#82 Navigating Global Challenges: Bob Carr's perspectives on war and diplomacy,,2026-02-14T15:56:23Z,3QOZgP16PgrIje5Nr4KemP,https://open.spotify.com/episode/3QOZgP16PgrIje5Nr4KemP
Is religion good or bad for society? Ben Shapiro v Alex O'Connor The Big Conversation – Episode 7 | Season 5,,2026-02-14T16:46:45Z,4r6rxdBYJgMMPQ6qRsmIou,https://open.spotify.com/episode/4r6rxdBYJgMMPQ6qRsmIou
#1723 - Amishi Jha,,2026-02-14T18:58:33Z,57hZuU1AVnO78DO3Bjno8c,https://open.spotify.com/episode/57hZuU1AVnO78DO3Bjno8c
#2411 - Gavin de Becker,,2026-02-14T19:07:43Z,5WtadlmloeZkwYkPilDNZV,https://open.spotify.com/episode/5WtadlmloeZkwYkPilDNZV
#2443 - Filippo Biondi,,2026-02-14T19:07:53Z,6viS5R5VpncMRBUZHuFZLC,https://open.spotify.com/episode/6viS5R5VpncMRBUZHuFZLC
#58 Michael Knowles - Is America a Christian Nation?,,2026-02-26T05:55:39Z,3dnj4vwWUrgAo9LWSqRxmK,https://open.spotify.com/episode/3dnj4vwWUrgAo9LWSqRxmK
Is Apple Cider Vinegar Safe for Your Hair?,,2026-02-26T06:00:54Z,6SnusY6YtEtF6fVuFeZlxr,https://open.spotify.com/episode/6SnusY6YtEtF6fVuFeZlxr
Is the US headed towards another civil war? | Barbara F. Walter,,2026-02-28T02:22:17Z,6VDO7ogtwrMRrAZ3XoKpIK,https://open.spotify.com/episode/6VDO7ogtwrMRrAZ3XoKpIK
"Conversations: Konstantin Kisin, Podcaster, Comedian & Commentator IV",,2026-02-28T02:31:42Z,0bCDNliWDmbbWOGIXJ9Xu1,https://open.spotify.com/episode/0bCDNliWDmbbWOGIXJ9Xu1
It's SO OVER for Dubai | Philion,,2026-02-28T07:04:06Z,38S4xQS1qbRRaeO2jWnCDw,https://open.spotify.com/episode/38S4xQS1qbRRaeO2jWnCDw
America and China fight to control minerals that run the world,,2026-02-28T09:05:34Z,0VMbwRvHM9mFfka79Uac7f,https://open.spotify.com/episode/0VMbwRvHM9mFfka79Uac7f
"Somalia gave its coastline away, here's why it matters",,2026-02-28T21:04:25Z,3ZG7Jdx5vJOvBKJV03qSRb,https://open.spotify.com/episode/3ZG7Jdx5vJOvBKJV03qSRb
The Performative Male Epidemic - Louise Perry & Mary Harrington - #1021 ,,2026-03-03T03:16:49Z,4AU20LNBXuV4GCM6XbwqgZ,https://open.spotify.com/episode/4AU20LNBXuV4GCM6XbwqgZ
